attribute_name,transformed_name,attribute_id,attribute_path,bedes_content_uuid,bedes_term,bedes_category,bedes_definition,bedes_url,distance,match_type,matched_to_term,term_or_lo,matched_term_URL,matched_to_word,matched_word_example_URL,unmatched_words
ClimateZone,Climate Zone,1639,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.EnergyStar.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
CaliforniaTitle24,California Title24,1640,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.CaliforniaTitle24,27c3011e-12f0-4667-a1f7-856d7edd57fa,California Title 24,,Climate zone map published by the California Energy Commission (CEC) to be used to show compliance with the Title 24 building energy efficiency standards.,https://bedes.lbl.gov/node/27c3011e-12f0-4667-a1f7-856d7edd57fa,0.9894736842105263,Term-to-List-Option Match,,,,,,
ClimateZone,Climate Zone,1641,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.CaliforniaTitle24.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
IECC,IECC,1642,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.IECC,6743390c-49aa-4f77-b0be-d7cd5b22b5b8,IECC,,Climate zone map for the United States published in the International Energy Conservation Code.,https://bedes.lbl.gov/node/6743390c-49aa-4f77-b0be-d7cd5b22b5b8,1.0,Term-to-List-Option Match,,,,,,
ClimateZone,Climate Zone,1643,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.IECC.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
BuildingAmerica,Building America,1644,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.BuildingAmerica,74762890-f90c-4d12-97e5-73c5bf88d7bb,Building America,,"A simplified version of the IECC climate zone map, developed at the National Renewable Energy Laboratory (NREL) to be used for the Building America program.",https://bedes.lbl.gov/node/74762890-f90c-4d12-97e5-73c5bf88d7bb,1.0,Term-to-List-Option Match,,,,,,
ClimateZone,Climate Zone,1645,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.BuildingAmerica.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
DOE,DOE,1646,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.DOE,eb0ee349-8a58-411f-a519-0f7abbde12c1,DOE,,U.S. Department of Energy,https://bedes.lbl.gov/node/eb0ee349-8a58-411f-a519-0f7abbde12c1,1.0,Term-to-List-Option Match,,,,,,
ClimateZone,Climate Zone,1647,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.DOE.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
Other,Other,1648,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.Other,,,,,,,Words: all Word,,,,Other,https://bedes.lbl.gov/node/0707002a-2bf0-46f3-a2c2-ba8f019ca97e,
ClimateZone,Climate Zone,1649,BuildingSync.Facilities.Facility.Sites.Site.ClimateZoneType.Other.ClimateZone,af2178d7-3ed1-456d-af87-3decc69dd233,Climate Zone,Premises,"Based on the Climate Zone Type term, this is the climate zone designation. For example, if the Climate Zone Type is ASHRAE, and the climate zone for this site fell into the Hot - Humid zone, this term would have the value of ""2A"".",https://bedes.lbl.gov/node/af2178d7-3ed1-456d-af87-3decc69dd233,1.0,Term-to-Term Match,,,,,,
eGRIDRegionCode,eGRID Region Code,1650,BuildingSync.Facilities.Facility.Sites.Site.eGRIDRegionCode,1c03bd87-9df9-42e9-abf6-f16e2e3b3092,eGRID Region Code,Premises,The eGRID (Emissions and Generation Resource Database) region code associated with the data being described.,https://bedes.lbl.gov/node/1c03bd87-9df9-42e9-abf6-f16e2e3b3092,1.0,Term-to-Term Match,,,,,,
WeatherDataStationID,Weather Data Station Identifier,1651,BuildingSync.Facilities.Facility.Sites.Site.WeatherDataStationID,,,,,,,"Words: Term, Word","Station,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/e21ee637-4c86-45b3-80fd-aa76432ec903, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83","Weather,  Data","https://bedes.lbl.gov/node/9bcb413f-f100-4f77-953c-5ebdad916148, https://bedes.lbl.gov/node/9bcb413f-f100-4f77-953c-5ebdad916148",
WeatherStationName,Weather Station Name,1652,BuildingSync.Facilities.Facility.Sites.Site.WeatherStationName,848b9da6-495b-4d9d-85a5-29bf95733a73,Weather Station Name,Premises,"The name of the weather station associated with this premises, which could be used for simulations, weather normalization, anomaly resolution, etc. For simulations, this is usually the name of the weather file, but the name is also in the header of the data file (TMY, IWEC), such as USA_CO_Denver.Intl.AP.",https://bedes.lbl.gov/node/848b9da6-495b-4d9d-85a5-29bf95733a73,1.0,Term-to-Term Match,,,,,,
WeatherStationCategory,Weather Station Category,1653,BuildingSync.Facilities.Facility.Sites.Site.WeatherStationCategory,93778e60-f5c0-450e-bfee-f0ff60085678,Weather Station Category,Premises,Describes the type of weather station used to specify the site's weather.,https://bedes.lbl.gov/node/93778e60-f5c0-450e-bfee-f0ff60085678,1.0,Term-to-Term Match,,,,,,
Longitude,Longitude,1654,BuildingSync.Facilities.Facility.Sites.Site.Longitude,b263d4b0-0f00-48fd-a750-3e8d610bdb98,Longitude,Premises,"Distance measured in degrees east or west from an imaginary line (called the prime meridian) that goes from the North Pole to the South Pole and that passes through Greenwich, England.",https://bedes.lbl.gov/node/b263d4b0-0f00-48fd-a750-3e8d610bdb98,1.0,Term-to-Term Match,,,,,,
Latitude,Latitude,1655,BuildingSync.Facilities.Facility.Sites.Site.Latitude,913d4b10-bf26-4c0d-b662-699c339c3ad6,Latitude,Premises,Distance north or south of the equator measured in degrees up to 90 degrees.,https://bedes.lbl.gov/node/913d4b10-bf26-4c0d-b662-699c339c3ad6,1.0,Term-to-Term Match,,,,,,
PremisesIdentifiers,Premises Identifiers,1656,BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers,,,,,,,Words: all Term,"Premises,  Identifiers","List-Option,  Term","https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
PremisesIdentifier,Premises Identifier,1657,BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier,,,,,,,Words: all Term,"Premises,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",,,
IdentifierLabel,Identifier Label,1658,BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierLabel,224f52fa-2b57-4a3e-8956-2c94bd1996be,Identifier Label,Premises,"Identifier qualifier used in a specific program or dataset. There can be multiple instances of Identifier Labels and associated Identifiers within a given dataset, such as a Listing Identifier, a Project Identifier, or a Custom Identifier.",https://bedes.lbl.gov/node/224f52fa-2b57-4a3e-8956-2c94bd1996be,1.0,Term-to-Term Match,,,,,,
IdentifierCustomName,Identifier Custom Name,1659,BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierCustomName,,,,,,,"Words: Term, Unmatched","Identifier,  Name","Term,  List-Option","https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
IdentifierValue,Identifier Value,1660,BuildingSync.Facilities.Facility.Sites.Site.PremisesIdentifiers.PremisesIdentifier.IdentifierValue,,,,,,,Words: all Term,"Identifier,  Value","Term,  Term","https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
PremisesName,Premises Name,1661,BuildingSync.Facilities.Facility.Sites.Site.PremisesName,,,,,,,Words: all Term,"Premises,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,
PremisesNotes,Premises Notes,1662,BuildingSync.Facilities.Facility.Sites.Site.PremisesNotes,,,,,,,Words: all Term,"Premises,  Notes","List-Option,  Term","https://bedes.lbl.gov/node/195698ac-0fbc-4457-9b6d-71c95d98f564, https://bedes.lbl.gov/node/544d716d-c094-42fe-95c6-07f0bf240881",,,
Address,Address,1663,BuildingSync.Facilities.Facility.Sites.Site.Address,,,,,,,Words: all Word,,,,Address,https://bedes.lbl.gov/node/9ae91208-70a6-4fe4-b486-166eadb219f7,
StreetAddressDetail,Address Line 1 Detail,1664,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail,,,,,,,"Words: Term, Unmatched",Address Line 1,Term,https://bedes.lbl.gov/node/fb47f332-4c38-438a-8ee6-6054b288438e,,,Detail
Simplified,Simplified,1665,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified,,,,,,,Words: all Unmatched,,,,,,Simplified
StreetAddress,Address Line 1,1666,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified.StreetAddress,fb47f332-4c38-438a-8ee6-6054b288438e,Address Line 1,Contact,"This address represents a complete street address, including street number, street name, prefixes, suffixes, modifiers, and unit number.",https://bedes.lbl.gov/node/fb47f332-4c38-438a-8ee6-6054b288438e,1.0,Term-to-Term Match,,,,,,
StreetAdditionalInfo,Address Line 2,1667,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Simplified.StreetAdditionalInfo,895de964-9ef0-4c3b-a190-48dcf9aeb79d,Address Line 2,Contact,Information other than a prefix or suffix for the street portion of a postal address.,https://bedes.lbl.gov/node/895de964-9ef0-4c3b-a190-48dcf9aeb79d,1.0,Term-to-Term Match,,,,,,
Complex,Complex,1668,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex,,,,,,,Words: all Unmatched,,,,,,Complex
StreetNumberPrefix,Street Number Prefix,1669,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberPrefix,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,"Number,  Prefix","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/20d0e1bb-7e0b-49eb-8feb-2af63d61b505",
StreetNumberNumeric,Address Number,1670,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberNumeric,a2330c7a-2740-43c2-8296-5a02c610bd64,Address Number,Contact,"The numeric identifier for a land parcel, house, building, or other location along a thoroughfare or within a community.",https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64,1.0,Term-to-Term Match,,,,,,
StreetNumberSuffix,Street Number Suffix,1671,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetNumberSuffix,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,"Number,  Suffix","https://bedes.lbl.gov/node/a2330c7a-2740-43c2-8296-5a02c610bd64, https://bedes.lbl.gov/node/6e683f24-b812-4dc8-b143-7efd4b43eb1b",
StreetDirPrefix,Street Directional Prefix,1672,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetDirPrefix,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,"Directional,  Prefix","https://bedes.lbl.gov/node/7708bd02-e9e1-47b4-92a8-6a5290143641, https://bedes.lbl.gov/node/20d0e1bb-7e0b-49eb-8feb-2af63d61b505",
StreetName,Street Name,1673,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetName,81d08d4f-64e0-47f2-9615-2654eea7b288,Street Name,Contact,"The portion of the complete street name that identifies the particular thoroughfare (as opposed to the Street Name Pre Modifier, Street Name Post Modifier, Street Name Pre Directional, Street Name Post Directional, Street Name Pre Type, Street Name Post Type, and Separator Element (if any) in the complete street name.)",https://bedes.lbl.gov/node/81d08d4f-64e0-47f2-9615-2654eea7b288,1.0,Term-to-Term Match,,,,,,
StreetAdditionalInfo,Address Line 2,1674,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetAdditionalInfo,895de964-9ef0-4c3b-a190-48dcf9aeb79d,Address Line 2,Contact,Information other than a prefix or suffix for the street portion of a postal address.,https://bedes.lbl.gov/node/895de964-9ef0-4c3b-a190-48dcf9aeb79d,1.0,Term-to-Term Match,,,,,,
StreetSuffix,Street Suffix,1675,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetSuffix,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,Suffix,https://bedes.lbl.gov/node/6e683f24-b812-4dc8-b143-7efd4b43eb1b,
StreetSuffixModifier,Street Suffix Modifier,1676,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetSuffixModifier,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,"Suffix,  Modifier","https://bedes.lbl.gov/node/6e683f24-b812-4dc8-b143-7efd4b43eb1b, https://bedes.lbl.gov/node/a55eba8d-44db-40f2-9d1c-11e031c5fdef",
StreetDirSuffix,Street Directional Suffix,1677,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.StreetDirSuffix,,,,,,,"Words: Term, Word",Street,List-Option,https://bedes.lbl.gov/node/103b8df3-706b-45fe-bea0-46c1c86e8e88,"Directional,  Suffix","https://bedes.lbl.gov/node/7708bd02-e9e1-47b4-92a8-6a5290143641, https://bedes.lbl.gov/node/6e683f24-b812-4dc8-b143-7efd4b43eb1b",
SubaddressType,Subaddress Type,1678,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.SubaddressType,aeae978b-c81e-4318-b6af-8ac8da74dd51,Subaddress Type,Contact,The type of subaddress to which the associated Subaddress Identifier applies.,https://bedes.lbl.gov/node/aeae978b-c81e-4318-b6af-8ac8da74dd51,1.0,Term-to-Term Match,,,,,,
SubaddressIdentifier,Subaddress Identifier,1679,BuildingSync.Facilities.Facility.Sites.Site.Address.StreetAddressDetail.Complex.SubaddressIdentifier,61ba6f05-7526-4de3-8e86-467d6262c98e,Subaddress Identifier,Contact,"The letters, numbers, words, or combination thereof used to distinguish different subaddresses of the same type when several occur within the same feature. For example, in subaddress ""Building 4"", the Subaddress Identifier = ""4"". Subaddress Identifier can also be parts of a building, for example ""Penthouse"" or ""Mezzanine"".",https://bedes.lbl.gov/node/61ba6f05-7526-4de3-8e86-467d6262c98e,1.0,Term-to-Term Match,,,,,,
City,City,1680,BuildingSync.Facilities.Facility.Sites.Site.Address.City,c208fe09-422d-4031-abf6-073aa7bda8c5,City,Contact,City,https://bedes.lbl.gov/node/c208fe09-422d-4031-abf6-073aa7bda8c5,1.0,Term-to-Term Match,,,,,,
State,State,1681,BuildingSync.Facilities.Facility.Sites.Site.Address.State,9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b,State,Contact,State,https://bedes.lbl.gov/node/9a8423a7-0729-4eca-b6b4-4ec39a1f4a5b,1.0,Term-to-Term Match,,,,,,
PostalCode,Postal Code,1682,BuildingSync.Facilities.Facility.Sites.Site.Address.PostalCode,,,,,,,Words: all Word,,,,"Postal,  Code","https://bedes.lbl.gov/node/ce3aa3a1-5479-4ee9-a156-343ae74e8ca5, https://bedes.lbl.gov/node/1c03bd87-9df9-42e9-abf6-f16e2e3b3092",
PostalCodePlus4,ZIP Plus 4,1683,BuildingSync.Facilities.Facility.Sites.Site.Address.PostalCodePlus4,c5829707-681b-4569-8fb1-c92a35ede645,ZIP Plus 4,Contact,"A 4-digit extension of the 5-digit ZIP Code (preceded by a hyphen) that, in conjunction with the ZIP Code, identifies a specific range of USPS delivery addresses.",https://bedes.lbl.gov/node/c5829707-681b-4569-8fb1-c92a35ede645,1.0,Term-to-Term Match,,,,,,
County,County,1684,BuildingSync.Facilities.Facility.Sites.Site.Address.County,be811d87-d5db-4e1c-84ec-ccbbccdb852c,County,Contact,County,https://bedes.lbl.gov/node/be811d87-d5db-4e1c-84ec-ccbbccdb852c,1.0,Term-to-Term Match,,,,,,
Country,Country,1685,BuildingSync.Facilities.Facility.Sites.Site.Address.Country,,,,,,,Words: all Word,,,,Country,https://bedes.lbl.gov/node/9afc3a7b-af21-4517-b7e9-da6c9f7975d2,
FloorAreas,Floor Areas,1686,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas,,,,,,,Words: all Term,"Floor,  Areas","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorArea,Floor Area,1687,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea,,,,,,,Words: all Term,"Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",,,
FloorAreaType,Floor Area Type,1688,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaType,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Type,https://bedes.lbl.gov/node/de020bd3-d8df-47d9-a283-07ff78275c84,
FloorAreaCustomName,Floor Area Custom Name,1689,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaCustomName,,,,,,,"Words: Term, Unmatched","Floor,  Area,  Name","List-Option,  Term,  List-Option","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,Custom
FloorAreaValue,Floor Area Value,1690,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaValue,,,,,,,Words: all Term,"Floor,  Area,  Value","List-Option,  Term,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731, https://bedes.lbl.gov/node/da999cb7-348a-461f-aa5f-b1c37857be79",,,
FloorAreaPercentage,Floor Area Percentage,1691,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.FloorAreaPercentage,,,,,,,"Words: Term, Word","Floor,  Area","List-Option,  Term","https://bedes.lbl.gov/node/ad1928cc-d319-4ac5-8a48-d626afeb8e56, https://bedes.lbl.gov/node/09d61aee-b740-4655-8a5c-75ccf98d3731",Percentage,https://bedes.lbl.gov/node/83a7940f-046b-4b7a-b4f4-382e156c0d9e,
Story,Floor,1692,BuildingSync.Facilities.Facility.Sites.Site.FloorAreas.FloorArea.Story,9faff201-b000-41cf-9b8a-6955b6937eea,Floor,,Stories or floors made up of spaces that are all on the same level.,https://bedes.lbl.gov/node/9faff201-b000-41cf-9b8a-6955b6937eea,1.0,Term-to-List-Option Match,,,,,,
Ownership,Ownership,1693,BuildingSync.Facilities.Facility.Sites.Site.Ownership,24bd82d8-839c-4442-a939-457fae1d207d,Ownership,Contact,"The type of organization, association, or business, that owns the premises.",https://bedes.lbl.gov/node/24bd82d8-839c-4442-a939-457fae1d207d,1.0,Term-to-Term Match,,,,,,
OwnershipStatus,Ownership Status,1694,BuildingSync.Facilities.Facility.Sites.Site.OwnershipStatus,11aa3a57-c513-4a19-89ec-3b2a4f2b2088,Ownership Status,Contact,Ownership status of the premises or equipment with respect to the contact.,https://bedes.lbl.gov/node/11aa3a57-c513-4a19-89ec-3b2a4f2b2088,1.0,Term-to-Term Match,,,,,,
PrimaryContactID,Primary Contact Identifier,1695,BuildingSync.Facilities.Facility.Sites.Site.PrimaryContactID,,,,,,,"Words: Term, Word","Primary,  Identifier","List-Option,  Term","https://bedes.lbl.gov/node/1dde198d-0fbd-4f6d-9cd2-2223a2bf01cd, https://bedes.lbl.gov/node/fb871c36-a226-4297-b674-319455f05f83",Contact,https://bedes.lbl.gov/node/20589c14-3fcc-4cb5-a30f-63e06d7009a6,
UserDefinedFields,User Defined Fields,1696,BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields,,,,,,,"Words: Term, Unmatched",Fields,List-Option,https://bedes.lbl.gov/node/89d1f367-f69d-4529-9b9d-51df4477c5ac,,,"User,  Defined"
UserDefinedField,User Defined Field,1697,BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields.UserDefinedField,,,,,,,"Words: Term, Unmatched",Field,List-Option,https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9,,,"User,  Defined"
FieldName,Field Name,1698,BuildingSync.Facilities.Facility.Sites.Site.UserDefinedFields.UserDefinedField.FieldName,,,,,,,Words: all Term,"Field,  Name","List-Option,  List-Option","https://bedes.lbl.gov/node/e1e05474-b6a7-4fec-9a3a-301060fd72f9, https://bedes.lbl.gov/node/7f7a2ada-00a2-4354-9c71-18c024765239",,,
